shape,price,carat,color,clarity,type,cut
Round,2280,0.58,G,VS1,natural,0
Round,3450,0.76,D,SI1,natural,0
Round,2970,0.7,D,SI1,natural,0
Pear,4220,1.01,D,SI2,natural,0
Round,1230,0.37,E,VVS2,natural,1
Round,2200,0.5,E,VS2,natural,0
Round,2960,0.71,H,VVS1,natural,1
Round,440,0.38,D,VS2,lab,0
Round,2540,1.1,E,VS1,lab,0
Radiant,1120,1.0,J,VS2,lab,1
Princess,9460,3.08,J,VS1,lab,0
Round,960,0.41,I,VVS1,natural,0
Round,2060,0.51,D,VS1,natural,1
Round,1600,0.41,D,VVS1,natural,0
Emerald,1880,0.52,E,IF,natural,0
Cushion,2840,1.51,I,VS1,lab,1
Round,1140,0.4,G,VS1,natural,1
Round,3580,1.0,J,SI2,natural,0
Cushion,2620,1.52,J,VS2,lab,1
Oval,5470,1.2,I,SI2,natural,1
Oval,790,0.51,E,VVS1,lab,1
Round,2120,0.59,F,VS2,natural,0
Round,700,0.33,J,VVS1,natural,0
Round,2340,1.0,E,VS1,lab,0
Marquise,960,0.4,D,VS2,natural,1
Round,570,0.56,J,SI1,lab,0
Radiant,7900,2.67,G,SI1,lab,0
Pear,360,0.35,E,VS1,lab,1
Emerald,5990,1.67,G,VS1,lab,0
Round,4330,0.8,E,VS2,natural,0
Cushion,3720,1.73,H,VS2,lab,1
Round,390,0.33,D,VS1,lab,0
Round,2180,1.33,I,VS1,lab,0
Round,6320,0.93,F,VVS1,natural,0
Princess,13760,3.27,H,VVS2,lab,0
Round,350,0.3,D,VS2,lab,0
Round,4450,1.05,J,VVS1,natural,0
Cushion,860,0.87,I,VS2,lab,1
Round,1420,0.42,D,VVS2,natural,0
Pear,700,0.3,E,VVS2,natural,0
Oval,7400,1.29,I,VVS1,natural,0
Pear,370,0.37,F,VS2,lab,0
Oval,2290,1.06,F,VS1,lab,1
Pear,360,0.35,E,VS1,lab,1
Round,1630,0.6,I,VS2,natural,0
Pear,420,0.45,H,SI2,lab,1
Round,1300,0.42,F,VS1,natural,0
Round,2030,1.15,I,SI1,lab,0
Pear,1090,0.7,F,VS2,lab,0
Asscher,1800,1.05,E,SI1,lab,1
Emerald,1380,0.5,E,VS1,natural,0
Round,910,0.3,D,VVS1,natural,1
Princess,530,0.3,E,VS1,natural,0
Pear,370,0.36,F,VS2,lab,1
Round,2110,1.2,I,SI1,lab,0
Emerald,3320,1.54,I,SI1,lab,1
Oval,5250,2.09,I,VS2,lab,1
Round,2430,1.0,E,VS2,lab,0
Oval,4190,1.51,F,VS2,lab,0
Oval,2480,1.61,J,SI2,lab,0
Heart,1420,0.75,E,VVS1,lab,1
Oval,310,0.3,E,VS2,lab,1
Round,700,0.27,D,VS1,natural,0
Round,4660,2.01,H,SI1,lab,1
Round,1480,1.05,J,VVS2,lab,0
Round,7800,1.5,H,SI2,natural,0
Round,9320,1.3,F,VS1,natural,0
Oval,6290,1.0,D,SI1,natural,0
Round,1940,1.09,I,SI1,lab,0
Round,22060,2.51,H,SI2,natural,0
Round,7580,2.04,G,VS1,lab,0
Princess,7000,1.72,G,SI2,natural,0
Round,1710,1.02,H,VS2,lab,0
Oval,1240,0.74,E,VS1,lab,0
Round,7720,1.17,G,VS1,natural,0
Round,850,0.29,J,VS1,natural,1
Emerald,17790,4.01,H,VS2,lab,1
Round,2310,0.51,E,VS2,natural,0
Oval,2530,1.12,J,VS1,lab,1
Round,630,0.34,G,SI2,natural,0
Round,610,0.25,F,VS1,natural,0
Princess,3460,0.9,F,SI1,natural,1
Round,1460,0.91,I,VS1,lab,0
Round,340,0.31,F,VS2,lab,0
Oval,6220,1.01,E,VS2,natural,1
Round,3510,1.7,I,VS1,lab,0
Round,2660,1.54,J,VS2,lab,0
Round,1850,1.0,I,VS1,lab,0
Round,3400,1.0,I,SI1,natural,1
Pear,1070,0.71,F,VS2,lab,1
Round,2200,0.91,E,VVS2,lab,0
Round,2370,0.53,E,VS1,natural,0
Round,410,0.36,E,VS2,lab,0
Round,3640,1.3,F,VVS2,lab,0
Round,2320,1.04,E,VS2,lab,0
Cushion,3980,1.9,I,VS2,lab,1
Round,3450,1.0,I,SI2,natural,0
Pear,2220,0.72,H,VVS1,natural,1
Emerald,1300,0.6,H,IF,natural,1
Round,720,0.31,I,IF,natural,0
Round,970,0.31,E,VS1,natural,0
Round,900,0.35,D,VS2,natural,0
Round,8670,1.0,D,VS1,natural,1
Round,4020,0.9,E,SI2,natural,0
Round,9980,3.08,E,SI2,lab,0
Emerald,1580,0.8,J,VVS2,natural,1
Emerald,3490,1.2,F,SI2,natural,0
Round,2030,0.53,G,VS1,natural,0
Oval,850,0.32,F,VS1,natural,0
Round,1260,0.41,E,VS2,natural,0
Heart,1980,1.01,F,VS2,lab,1
Round,2070,0.54,D,VVS2,natural,0
Round,6160,2.03,H,VS1,lab,0
Round,620,0.3,E,SI1,natural,1
Asscher,2700,1.5,F,SI2,lab,1
Round,24720,2.4,E,SI1,natural,0
Emerald,5100,2.08,I,SI1,lab,1
Round,2840,1.07,G,VVS1,lab,0
Round,1300,0.4,D,VVS1,natural,0
Oval,370,0.37,F,VS2,lab,1
Emerald,3130,1.04,D,VVS2,lab,0
Cushion,12460,2.01,H,VS2,natural,0
Round,820,0.32,F,VVS2,natural,0
Princess,790,0.41,G,VS2,natural,0
Pear,390,0.41,G,SI2,lab,1
Round,1570,1.0,D,SI2,lab,0
Round,1850,1.14,I,VVS2,lab,0
Round,2180,0.51,E,VS2,natural,0
Pear,1200,0.8,F,VS2,lab,1
Round,740,0.54,F,VS1,lab,0
Pear,690,0.57,D,SI1,lab,0
Round,1040,0.4,D,SI2,natural,0
Oval,3150,1.05,E,VVS1,lab,0
Round,1530,0.41,F,VVS1,natural,0
Emerald,1290,0.51,F,SI1,natural,0
Cushion,26060,4.09,F,VVS2,lab,0
Round,3800,1.0,I,SI2,natural,1
Princess,3340,1.03,J,VVS1,natural,1
Round,1640,1.2,J,VS1,lab,0
Round,4450,1.67,G,SI1,lab,0
Round,930,0.3,E,VVS1,natural,0
Pear,1370,0.9,H,VS2,lab,1
Round,1250,0.4,F,VVS1,natural,0
Round,2690,0.8,D,SI1,natural,1
Princess,4870,2.07,H,VS2,lab,0
Round,910,0.3,E,VS1,natural,0
Round,610,0.5,E,VS2,lab,1
Round,580,0.52,E,SI1,lab,0
Round,970,0.44,I,VVS1,natural,0
Round,770,0.3,E,SI1,natural,0
Round,3000,0.61,E,VVS2,natural,0
Round,1430,0.5,D,SI2,natural,0
Princess,3640,1.59,H,VS2,lab,0
Round,1140,0.4,D,VS2,natural,1
Round,18030,2.16,E,VVS1,lab,0
Round,2620,0.56,E,VVS1,natural,0
Round,750,0.3,E,VS1,natural,1
Round,2340,0.5,E,VS2,natural,0
Oval,1520,1.02,I,VS2,lab,0
Round,1890,1.16,I,VVS2,lab,1
Oval,5410,1.0,F,VS2,natural,1
Princess,2150,0.9,F,VS2,lab,0
Round,640,0.51,G,SI1,lab,1
Round,2610,1.51,J,VS2,lab,0
Oval,320,0.32,E,VS2,lab,1
Round,940,0.32,G,VVS1,natural,0
Round,1290,0.41,G,VS1,natural,0
Round,910,0.3,E,VVS1,natural,0
Round,3850,0.7,E,VS2,natural,0
Oval,6230,1.58,D,VVS2,lab,0
Round,1080,0.45,I,VS1,natural,0
Oval,550,0.55,H,VS2,lab,0
Round,750,0.3,H,IF,natural,0
Round,7060,1.5,J,VS2,natural,1
Oval,8840,1.5,D,SI2,natural,0
Cushion,10630,2.21,D,VVS2,lab,1
Emerald,520,0.5,E,SI1,lab,1
Round,2560,0.7,H,VVS2,natural,0
Oval,9330,2.07,D,VS1,lab,0
Pear,9630,1.51,F,SI1,natural,0
Princess,1470,0.52,G,VS1,natural,0
Round,3520,0.7,E,VS1,natural,0
Round,1130,0.31,D,VVS1,natural,0
Pear,4260,1.0,G,SI1,natural,0
Round,2010,0.5,H,VVS2,natural,1
Oval,540,0.53,E,SI2,lab,0
Round,740,0.31,D,VVS2,natural,0
Round,2490,0.51,D,VS2,natural,0
Oval,2240,1.5,J,SI1,lab,0
Oval,4510,2.0,H,SI2,lab,0
Round,1090,0.3,D,VVS1,natural,0
Round,850,0.63,F,VS1,lab,0
Oval,1010,0.41,D,VS1,natural,0
Princess,3890,2.04,I,VS2,lab,1
Princess,6920,2.02,G,VVS2,lab,0
Princess,2860,0.96,H,SI2,natural,0
Round,650,0.27,F,VS1,natural,0
Oval,660,0.3,G,VS2,natural,1
Round,3640,2.03,I,SI2,lab,0
Round,600,0.26,D,VS1,natural,0
Round,1250,0.4,G,VS1,natural,0
Cushion,2830,1.3,G,VS2,lab,0
Marquise,560,0.52,H,VS1,lab,0
Round,1850,1.01,H,VS1,lab,1
Round,800,0.3,D,VVS2,natural,1
Round,3690,1.51,H,VS1,lab,0
Round,5010,1.1,I,SI1,natural,0
Round,930,0.3,E,VVS1,natural,0
Round,1210,0.45,D,VS1,natural,1
Oval,2350,1.02,E,VS1,lab,0
Cushion,5600,1.21,F,VS1,natural,1
Round,3330,1.33,G,VVS2,lab,0
Round,1910,0.5,G,VS2,natural,0
Round,600,0.25,E,VS1,natural,0
Round,5850,2.22,H,VS2,lab,0
Round,2380,1.01,G,VVS2,lab,1
Round,810,0.3,D,SI1,natural,0
Emerald,1250,0.53,D,VS2,natural,0
Pear,7630,1.4,D,SI2,natural,0
Oval,3680,2.01,J,SI2,lab,0
Round,350,0.3,D,VS2,lab,0
Round,1500,0.5,G,VS1,natural,1
Oval,1130,0.42,D,VS1,natural,0
Oval,2770,1.18,E,VS1,lab,0
Cushion,4390,1.05,G,VVS2,natural,1
Pear,920,0.7,H,VS2,lab,0
Round,1710,1.32,J,SI2,lab,0
Round,1030,0.35,F,VS2,natural,0
Round,29920,3.04,J,VVS2,natural,0
Round,3580,0.9,H,VS1,natural,1
Pear,10890,1.7,H,SI1,natural,1
Round,770,0.3,F,SI2,natural,0
Emerald,1680,1.01,F,SI1,lab,0
Round,3120,0.72,D,VS1,natural,0
Pear,1900,0.53,D,IF,natural,0
Round,10710,2.01,F,VS1,lab,1
Cushion,1990,0.7,F,SI1,natural,1
Round,2180,1.17,F,SI1,lab,0
Pear,2560,1.11,E,VS1,lab,0
Round,2270,1.52,J,SI1,lab,0
Round,870,0.41,I,VVS2,natural,1
Princess,11530,1.55,G,VVS1,natural,0
Pear,4980,1.01,H,VVS2,natural,0
Round,430,0.38,D,SI1,lab,0
Marquise,620,0.3,D,SI1,natural,0
Round,740,0.26,D,VVS2,natural,0
Round,2020,0.5,E,VS2,natural,1
Round,800,0.31,D,VS2,natural,0
Round,710,0.28,G,VVS1,natural,0
Round,2610,0.81,I,SI2,natural,0
Round,1260,0.79,E,VS2,lab,0
Round,2040,1.16,I,VS2,lab,0
Round,9290,1.51,D,SI2,natural,0
Princess,16220,3.3,G,VVS2,lab,0
Round,660,0.31,E,SI2,natural,0
Oval,550,0.48,E,VVS2,lab,1
Round,2980,1.29,G,VS1,lab,0
Cushion,6570,2.02,F,SI1,lab,1
Round,1070,0.31,D,VVS2,natural,0
Round,2050,0.5,G,VS2,natural,0
Round,600,0.31,H,SI1,natural,0
Round,840,0.7,I,SI1,lab,1
Round,3770,0.8,E,SI1,natural,0
Round,7070,2.05,H,VVS2,lab,0
Round,2300,0.51,E,VS2,natural,0
Round,950,0.32,G,VVS1,natural,0
Round,4050,1.0,I,SI1,natural,1
Round,2210,0.7,E,SI2,natural,1
Oval,16570,3.03,D,VS2,lab,0
Round,5230,2.5,J,VS2,lab,0
Marquise,680,0.3,D,VS1,natural,0
Pear,1150,0.41,D,VVS1,natural,0
Round,2630,0.6,E,VS2,natural,0
Round,2950,0.54,E,VVS1,natural,0
Cushion,750,0.51,D,VS1,lab,1
Round,1350,0.42,D,VVS1,natural,0
Asscher,1740,1.02,E,SI1,lab,1
Oval,690,0.4,H,SI1,natural,1
Round,25740,3.24,E,VVS2,lab,0
Round,900,0.3,D,VS1,natural,1
Oval,3890,1.03,I,SI2,natural,0
Round,1460,0.42,E,VVS1,natural,0
Round,1150,0.4,F,SI1,natural,0
Round,10790,1.0,D,VS1,natural,0
Round,880,0.3,E,VS1,natural,0
Round,960,0.34,E,VS2,natural,0
Round,11420,1.2,D,VS1,natural,0
Round,3940,1.0,J,VVS2,natural,0
Oval,830,0.71,H,SI1,lab,0
Round,2070,1.3,I,VS2,lab,0
Round,1460,1.02,J,VVS2,lab,0
Round,360,0.3,E,VVS2,lab,0
Marquise,3180,1.05,E,VVS1,lab,0
Round,1050,0.4,G,SI2,natural,0
Oval,16960,3.01,E,VS1,lab,1
Round,2880,0.7,H,SI1,natural,0
Round,2070,0.5,G,VS1,natural,1
Round,1910,1.04,I,VS1,lab,0
Round,500,0.31,J,VS1,natural,0
Round,1980,0.5,E,VS1,natural,1
Cushion,17090,2.01,G,VVS2,natural,0
Heart,790,0.34,E,VS1,natural,0
Oval,1740,1.0,E,SI1,lab,1
Oval,3860,1.2,I,SI2,natural,0
Asscher,1820,1.0,G,VS2,lab,1
Round,1410,0.45,E,VVS2,natural,0
Radiant,750,0.51,D,VS1,lab,0
Round,2320,1.16,G,VS2,lab,0
Round,3040,0.6,F,VVS1,natural,0
Cushion,4320,1.0,E,VS1,natural,0
Oval,16140,1.7,D,VS1,natural,0
Round,1110,0.4,D,SI1,natural,1
Round,5180,2.32,I,SI1,lab,0
Round,4300,1.01,J,SI1,natural,0
Marquise,2210,0.8,G,SI2,natural,0
Radiant,19990,3.5,F,VVS2,lab,1
Round,2210,0.5,F,VS2,natural,0
Pear,670,0.58,G,VVS2,lab,1
Round,3090,1.5,G,SI1,lab,0
Round,1710,0.5,G,SI1,natural,1
Cushion,3160,1.45,G,VS2,lab,1
Round,7120,1.3,H,VS2,natural,0
Round,2720,1.65,J,VS1,lab,0
Round,1010,0.3,D,VS1,natural,0
Oval,1130,0.4,E,VS1,natural,0
Round,1620,0.6,I,VS2,natural,0
Round,5290,1.2,J,SI1,natural,0
Princess,4710,1.2,I,VVS1,natural,1
Round,1230,0.9,I,SI2,lab,1
Cushion,6240,1.82,E,VS1,lab,1
Round,1590,1.01,D,SI2,lab,0
Round,1390,0.4,F,VVS1,natural,0
Round,1940,1.02,D,SI2,lab,0
Round,920,0.3,D,VVS2,natural,1
Round,2120,0.52,D,VS1,natural,0
Cushion,15390,2.0,E,SI1,natural,1
Emerald,1560,0.51,G,VVS1,natural,0
Pear,1210,0.8,G,VS1,lab,0
Oval,2290,1.5,J,SI1,lab,0
Round,11950,2.6,F,VS1,lab,0
Pear,8600,2.06,G,VS2,lab,1
Emerald,680,0.57,E,VS2,lab,1
Emerald,6980,1.2,G,VS2,natural,0
Oval,1460,0.5,H,VVS2,natural,0
Round,1130,0.7,G,VVS2,lab,1
Heart,1950,0.75,G,SI1,natural,0
Marquise,350,0.33,G,VVS1,lab,0
Round,800,0.3,G,VVS2,natural,1
Round,1170,0.71,E,VS1,lab,0
Round,3830,0.76,G,VVS2,natural,0
Round,1840,0.5,H,VS1,natural,0
Oval,2130,1.03,F,VS2,lab,1
Round,2120,1.0,H,VS1,lab,0
Emerald,11130,1.6,G,VS2,natural,0
Princess,14640,4.1,J,VS2,lab,0
Round,820,0.35,F,VVS1,natural,0
Princess,770,0.4,E,SI1,natural,0
Round,830,0.3,D,VVS2,natural,1
Heart,1750,0.7,H,SI1,natural,0
Round,870,0.32,H,IF,natural,0
Round,610,0.25,H,VVS2,natural,0
Asscher,2360,1.03,E,VS1,lab,0
Round,4450,0.52,D,FL,natural,0
Round,2630,0.51,F,VVS1,natural,0
Round,600,0.26,E,VS1,natural,0
Radiant,4050,1.02,G,SI1,natural,0
Oval,1160,0.5,E,SI2,natural,1
Round,2070,0.5,D,VVS1,natural,0
Round,2230,1.26,J,SI1,lab,0
Radiant,1280,1.01,J,VS1,lab,1
Oval,8560,1.4,H,SI1,natural,0
Round,2210,1.03,D,SI1,lab,0
Oval,2120,1.1,H,VS2,lab,0
Oval,330,0.31,E,VVS2,lab,1
Round,990,0.3,E,VVS2,natural,0
Cushion,2070,0.7,E,SI2,natural,0
Round,1950,0.5,H,VS1,natural,1
Round,790,0.54,F,VVS2,lab,0
Pear,11420,2.0,J,SI1,natural,0
Princess,3060,1.4,G,VS2,lab,0
Round,8800,0.96,D,VVS1,natural,0
Round,690,0.34,I,IF,natural,0
Pear,980,0.7,E,SI1,lab,0
Round,1790,1.26,J,VS1,lab,0
Pear,390,0.4,H,VS2,lab,0
Princess,9430,3.07,J,VS1,lab,0
Round,820,0.31,G,VVS2,natural,0
Round,16790,2.94,H,SI2,natural,0
Round,6940,1.32,G,SI2,natural,0
Round,4490,0.9,H,IF,natural,1
Round,870,0.3,D,VVS2,natural,1
Round,1580,0.43,D,VVS2,natural,0
Emerald,3900,1.56,H,SI1,lab,0
Emerald,9620,1.5,G,VS2,natural,0
Round,860,0.3,G,VVS2,natural,0
Round,3270,0.58,F,VVS1,natural,0
Emerald,13730,1.71,F,VVS1,natural,0
Round,770,0.3,E,VS2,natural,0
Pear,1110,0.44,G,VVS1,natural,0
Pear,350,0.36,H,VS2,lab,0
Round,1380,0.3,D,IF,natural,0
Emerald,2450,0.77,D,SI1,natural,0
Round,2790,0.8,I,SI1,natural,0
Round,2470,1.34,D,SI2,lab,0
Oval,400,0.38,D,VS1,lab,0
Asscher,1480,1.01,E,SI2,lab,1
Round,8150,1.31,I,VS1,natural,0
Round,2640,1.01,F,VVS2,lab,0
Round,1470,0.5,G,SI1,natural,1
Round,610,0.25,G,VVS1,natural,0
Round,770,0.56,E,VS2,lab,0
Round,450,0.38,D,VS1,lab,0
Round,2140,0.53,H,VS2,natural,0
Round,800,0.4,I,VS2,natural,0
Round,4450,0.9,H,VS2,natural,0
Round,350,0.3,D,VS2,lab,0
Cushion,16670,3.03,E,VS1,lab,0
Oval,4780,1.01,D,SI2,natural,0
Pear,3090,0.71,D,VS2,natural,0
Round,2280,0.6,H,VVS2,natural,0
Round,2570,0.5,D,VS1,natural,0
Round,750,0.3,D,VS1,natural,0
Radiant,920,0.73,H,VS2,lab,0
Round,1390,0.4,E,VS1,natural,0
Oval,1080,0.7,E,VS2,lab,1
Round,3130,1.53,I,SI1,lab,0
Round,590,0.25,F,VS1,natural,0
Round,1450,0.5,D,SI2,natural,0
Round,330,0.3,E,SI1,lab,0
Round,2180,1.21,I,VS1,lab,0
Round,1960,0.7,G,SI2,natural,1
Round,3010,1.72,J,VS1,lab,0
Oval,880,0.3,D,VVS1,natural,0
Round,560,0.25,F,VS2,natural,0
Round,2230,0.53,E,VS2,natural,0
Round,2430,0.54,F,VS1,natural,0
Round,2370,0.5,E,VVS2,natural,0
Round,340,0.3,D,SI1,lab,0
Round,5210,1.01,F,SI1,natural,0
Oval,920,0.7,F,SI1,lab,1
Oval,720,0.3,E,VS2,natural,0
Round,2120,0.5,H,VS1,natural,0
Round,2620,1.01,G,VVS2,lab,1
Oval,460,0.48,H,SI1,lab,0
Princess,5850,2.27,G,SI1,lab,0
Round,2710,1.61,J,VVS2,lab,0
Round,7690,1.0,F,VVS2,natural,1
Round,1740,0.5,H,IF,natural,0
Pear,610,0.61,H,VS2,lab,1
Emerald,1700,0.7,G,SI2,natural,0
Marquise,570,0.3,E,SI1,natural,0
Round,2860,1.21,G,VVS2,lab,0
Pear,4850,1.01,D,SI1,natural,0
Round,610,0.27,E,VS2,natural,0
Round,1210,0.71,E,VS1,lab,0
Round,380,0.33,D,VS2,lab,0
Emerald,5090,1.22,I,VS1,natural,0
Round,1220,0.71,G,VVS2,lab,0
Pear,600,0.5,D,SI1,lab,0
Oval,7340,0.9,D,IF,natural,0
Round,470,0.4,E,VS1,lab,0
Oval,20790,3.0,D,VVS2,lab,0
Round,3080,0.7,F,SI1,natural,0
Pear,880,0.7,H,VS2,lab,0
Round,4170,0.9,G,VVS1,natural,1
Round,7550,1.5,G,SI2,natural,0
Pear,2550,1.27,G,VS1,lab,0
Round,950,0.35,D,SI1,natural,0
Cushion,3410,0.9,E,SI1,natural,0
Round,2200,1.22,I,VS1,lab,0
Round,1220,0.71,F,VVS2,lab,0
Round,2620,1.0,D,VS2,lab,0
Round,1980,0.53,E,VVS2,natural,0
Princess,1130,0.5,J,VVS2,natural,1
Pear,2960,1.51,I,VVS2,lab,0
Marquise,680,0.3,D,VS2,natural,0
Pear,1820,1.05,I,VS2,lab,0
Round,2870,1.1,E,VS1,lab,0
Round,4010,2.05,J,VS1,lab,0
Round,1740,1.03,J,VVS2,lab,0
Round,3470,0.97,F,SI2,natural,0
Round,8930,1.06,G,VVS2,natural,0
Round,8870,2.5,G,VS2,lab,0
Round,2130,1.01,I,SI1,lab,0
Emerald,1220,0.92,F,SI2,lab,1
Emerald,14860,3.09,F,VS2,lab,0
Round,3190,1.21,F,VVS2,lab,0
Round,1120,0.34,E,VVS2,natural,0
Round,1050,0.41,G,SI1,natural,0
Round,6640,2.03,E,SI1,lab,0
Round,2340,1.13,E,VS2,lab,0
Round,1080,0.4,F,VS1,natural,1
Round,820,0.31,D,VS2,natural,0
Round,370,0.32,D,VS2,lab,0
Round,1110,0.33,D,VVS2,natural,0
Cushion,3360,1.51,I,VS2,lab,1
Round,1910,0.53,F,VVS2,natural,0
Round,3820,1.57,H,VS1,lab,0
Round,2380,0.5,D,VS2,natural,0
Pear,1600,0.5,G,VVS1,natural,1
Oval,290,0.3,F,SI1,lab,0
Round,2590,1.01,J,SI2,natural,1
Round,3460,1.7,I,VS1,lab,0
Round,8040,1.4,F,SI1,natural,0
Round,3590,1.5,E,SI1,lab,0
Pear,650,0.37,F,SI2,natural,1
Oval,530,0.3,G,VS2,natural,0
Round,2110,0.52,H,IF,natural,0
Pear,3510,0.9,I,SI1,natural,1
Princess,800,0.41,F,VS1,natural,1
Emerald,1000,0.5,I,IF,natural,0
Oval,11840,1.5,H,VS1,natural,0
Round,1990,1.07,H,VS1,lab,0
Round,5230,2.01,G,SI1,lab,1
Round,1070,0.4,H,VS1,natural,0
Emerald,560,0.57,I,VS1,lab,1
Round,2960,1.7,I,SI1,lab,0
Round,890,0.3,E,VS2,natural,0
Round,830,0.32,G,VVS2,natural,0
Round,1140,0.42,F,SI1,natural,0
Round,2800,0.6,D,VVS2,natural,0
Emerald,3370,2.0,J,SI1,lab,0
Round,930,0.3,D,VVS1,natural,0
Emerald,3690,0.88,D,VVS1,natural,0
Round,4180,0.9,G,VS1,natural,0
Round,940,0.33,E,VS1,natural,0
Oval,5080,1.0,H,VS2,natural,0
Round,5730,1.0,F,SI1,natural,0
Round,670,0.3,F,SI1,natural,0
Round,2470,0.5,D,VS1,natural,0
Pear,1090,0.83,H,VS1,lab,1
Round,2460,0.51,E,VS1,natural,0
Round,790,0.3,F,VVS2,natural,0
Asscher,35170,2.55,D,FL,natural,0
Round,4960,2.03,I,VS2,lab,0
Heart,760,0.35,G,IF,natural,0
Round,2820,0.55,D,VVS2,natural,0
Round,650,0.41,D,SI2,natural,1
Round,2040,0.52,H,VS2,natural,0
Round,910,0.3,E,VS1,natural,0
Round,2630,1.12,G,VS1,lab,0
Round,2020,0.51,D,VVS2,natural,0
Pear,3740,0.9,G,IF,natural,0
Round,1060,0.43,E,SI1,natural,0
Round,3820,0.71,D,VS2,natural,0
Round,960,0.3,D,VVS2,natural,0
Heart,800,0.42,J,VVS1,natural,0
Round,2440,1.2,H,VS2,lab,0
Oval,530,0.52,E,SI2,lab,1
Radiant,10230,1.81,I,SI1,natural,1
Round,1010,0.32,D,VVS2,natural,0
Round,1100,0.4,E,SI2,natural,1
Round,3340,0.8,G,VS2,natural,1
Round,1220,0.4,F,VS2,natural,0
Princess,6090,2.02,G,VS2,lab,0
Pear,1580,0.5,D,VS1,natural,0
Round,12330,2.37,F,VVS2,lab,0
Pear,2510,1.09,E,VS1,lab,1
Round,1390,0.5,I,VS1,natural,1
Round,980,0.31,F,IF,natural,0
Pear,300,0.33,J,SI1,lab,1
Oval,570,0.55,E,SI1,lab,1
Marquise,1200,0.5,D,VS2,natural,0
Round,890,0.31,E,VS1,natural,0
Round,1660,0.57,E,SI1,natural,0
Round,6380,1.01,F,SI1,natural,0
Round,2660,0.7,H,VVS2,natural,1
Round,680,0.31,E,SI1,natural,0
Pear,2910,0.89,I,VVS1,natural,1
Round,2530,1.0,D,VS2,lab,1
Oval,610,0.5,E,VS2,lab,1
Round,2730,1.66,J,VS1,lab,0
Round,69390,5.76,F,VS1,lab,0
Round,630,0.27,F,VS1,natural,0
Round,1920,1.08,I,VS2,lab,0
Round,2440,1.34,I,VVS2,lab,0
Round,810,0.3,G,VVS1,natural,0
Heart,2820,1.5,H,SI1,lab,1
Round,460,0.39,E,VVS2,lab,0
Round,3750,0.72,E,VS1,natural,0
Oval,3190,1.91,J,SI1,lab,1
Oval,1020,0.5,F,SI1,natural,1
Round,4050,1.01,E,SI2,natural,1
Round,780,0.31,E,SI1,natural,0
Emerald,1880,0.7,G,VS2,natural,1
Oval,4090,1.0,J,SI1,natural,0
Round,5820,1.21,I,VS1,natural,0
Emerald,630,0.3,D,SI1,natural,0
Radiant,9190,2.3,F,VVS2,lab,0
Round,610,0.57,F,SI2,lab,0
Pear,410,0.4,G,VS1,lab,0
Round,2730,0.62,G,VS2,natural,0
Pear,1070,0.71,F,VS2,lab,1
Cushion,3550,1.5,E,SI1,lab,0
Round,2260,0.71,J,SI1,natural,0
Round,1620,1.03,I,VS1,lab,0
Pear,2490,0.72,G,VVS1,natural,0
Round,2450,0.7,E,SI2,natural,0
Round,5030,1.0,F,SI2,natural,0
Round,2500,0.73,I,SI1,natural,0
Oval,2690,0.7,E,SI1,natural,0
Round,2730,0.71,H,VS1,natural,1
Round,670,0.3,H,VVS1,natural,1
Round,810,0.3,F,VS1,natural,0
Round,1560,0.5,F,SI1,natural,0
Round,2020,1.01,G,VS1,lab,0
Pear,320,0.32,F,VS2,lab,0
Oval,6410,1.7,E,VVS2,lab,0
Pear,9970,1.6,H,SI1,natural,0
Oval,6450,1.71,E,VVS2,lab,0
Marquise,3030,1.02,E,VVS1,lab,0
Round,1950,1.03,D,SI2,lab,0
Oval,4170,2.17,J,SI1,lab,0
Round,870,0.31,E,VVS2,natural,0
Cushion,1290,0.73,D,VS2,lab,0
Round,2480,0.7,E,SI2,natural,0
Round,2090,0.5,E,VS2,natural,0
Round,1200,0.86,E,SI1,lab,0
Round,3320,1.59,H,VS2,lab,0
Round,7290,1.4,I,SI2,natural,0
Oval,1160,0.7,E,VS1,lab,0
Pear,5270,1.5,E,VVS2,lab,1
Round,2130,0.5,E,VS2,natural,0
Princess,490,0.27,F,VS2,natural,0
Round,1140,0.4,G,VVS2,natural,0
Cushion,5880,1.72,E,VS1,lab,1
Round,380,0.3,E,VS2,lab,1
Emerald,9100,1.5,H,SI1,natural,0
Round,1970,0.7,H,SI2,natural,1
Round,2110,1.07,H,VVS2,lab,0
Round,1270,0.5,G,SI2,natural,1
Pear,800,0.74,G,SI2,lab,0
Round,2340,0.53,D,VVS1,natural,0
Round,6420,1.02,H,VS2,natural,0
Pear,1110,0.84,H,VS2,lab,1
Princess,4140,1.72,H,VS1,lab,1
Princess,1200,0.51,E,VS2,natural,0
Cushion,1630,1.01,G,SI1,lab,1
Oval,4490,2.1,J,VVS2,lab,0
Round,740,0.26,D,VVS2,natural,0
Oval,1160,0.5,E,SI2,natural,1
Emerald,780,0.7,H,SI1,lab,1
Round,610,0.26,E,VS2,natural,0
Round,3620,1.18,F,VVS1,lab,0
Round,870,0.35,D,VVS1,natural,1
Round,1100,0.3,E,IF,natural,1
Round,2400,1.3,I,VVS2,lab,0
Round,2420,0.51,F,VVS2,natural,0
Round,4660,2.08,J,VS2,lab,0
Round,540,0.46,E,VS1,lab,0
Round,2490,0.7,F,SI1,natural,1
