shape,price,carat,color,clarity,type,cut
Round,1170,0.32,E,VVS1,natural,0
Round,810,0.3,G,VVS2,natural,0
Round,690,0.31,E,SI2,natural,0
Heart,690,0.3,F,SI1,natural,0
Round,2550,1.01,D,VS2,lab,0
Round,3430,1.35,E,VS1,lab,0
Round,1940,1.06,I,VS1,lab,0
Round,4160,0.8,H,VVS2,natural,0
Round,4540,1.5,F,VS1,lab,0
Round,3900,2.0,J,VS1,lab,0
Emerald,1520,0.7,G,SI2,natural,1
Oval,11680,1.51,G,SI1,natural,0
Marquise,440,0.45,I,VS1,lab,1
Round,1790,1.0,I,VS2,lab,0
Princess,950,0.53,I,SI1,natural,1
Round,3050,0.76,E,SI2,natural,0
Round,3130,1.55,I,VS2,lab,0
Cushion,11210,2.0,G,SI2,natural,0
Round,880,0.3,D,VVS2,natural,0
Round,1950,0.53,D,VS2,natural,0
Round,930,0.3,D,VS2,natural,0
Round,1920,0.55,F,VS2,natural,0
Oval,3840,2.0,J,SI2,lab,0
Round,3390,1.0,F,SI2,natural,1
Pear,2070,1.0,G,VS1,lab,0
Round,2180,0.5,F,VS2,natural,0
Round,1280,0.4,E,VS1,natural,0
Round,2750,0.51,E,VVS1,natural,0
Oval,11190,2.75,F,VS2,lab,0
Oval,25860,3.66,D,VS1,lab,0
Oval,2120,0.73,F,SI1,natural,0
Pear,18970,2.23,H,VVS2,natural,0
Asscher,2150,1.01,E,VS2,lab,1
Pear,400,0.41,F,SI1,lab,0
Round,2400,1.3,I,VVS2,lab,0
Round,5510,0.87,D,VVS2,natural,0
Round,700,0.27,D,VS1,natural,0
Pear,570,0.59,I,VS2,lab,1
Round,2040,0.5,F,VS1,natural,0
Round,1700,1.11,I,VS2,lab,0
Round,740,0.31,F,VS2,natural,0
Round,530,0.5,H,SI1,lab,1
Round,4220,0.8,E,VVS2,natural,0
Round,860,0.3,D,VS2,natural,1
Emerald,510,0.53,I,SI1,lab,1
Pear,410,0.44,H,SI2,lab,1
Round,2830,1.5,G,SI2,lab,0
Round,1980,0.5,E,VVS2,natural,1
Round,1200,0.41,G,VVS2,natural,0
Oval,330,0.33,G,VS1,lab,0
Round,2200,0.51,G,VVS1,natural,0
Round,1870,0.5,G,VS1,natural,0
Cushion,4170,1.01,H,VS1,natural,0
Round,880,0.32,E,VS1,natural,0
Round,2070,1.1,I,VS1,lab,0
Round,10210,3.02,D,SI2,lab,0
Round,4890,1.74,G,VS1,lab,0
Oval,3940,0.9,D,VS2,natural,1
Round,1400,0.4,E,VS2,natural,0
Round,2830,1.0,H,SI2,natural,1
Pear,1970,1.12,H,VVS2,lab,0
Round,2960,0.9,G,SI2,natural,1
Round,5920,1.0,H,SI1,natural,0
Radiant,15460,3.02,F,VS1,lab,0
Round,950,0.33,D,VVS2,natural,0
Round,3980,2.03,J,VS1,lab,0
Round,1580,0.45,D,VS1,natural,0
Round,330,0.3,D,SI2,lab,0
Round,1750,1.06,I,VVS2,lab,0
Pear,650,0.65,I,VS1,lab,1
Round,8640,2.14,F,VS1,lab,0
Round,4400,1.64,D,SI1,lab,1
Pear,3160,1.43,G,VS2,lab,0
Round,2230,1.11,G,VS1,lab,0
Round,3720,0.57,D,IF,natural,0
Pear,2780,0.8,G,SI1,natural,0
Round,3670,1.06,J,SI2,natural,0
Round,1270,0.61,J,SI1,natural,0
Round,1010,0.3,D,VVS2,natural,0
Round,940,0.33,D,VS2,natural,0
Round,11230,1.5,F,SI1,natural,0
Round,1450,0.41,E,VVS2,natural,0
Princess,3320,0.9,F,SI1,natural,0
Oval,12730,3.01,H,VVS2,lab,0
Round,4960,1.03,J,VS2,natural,0
Round,3350,0.73,H,VVS1,natural,0
Round,1070,0.3,E,VVS1,natural,0
Pear,3570,1.01,D,SI2,natural,0
Round,2340,0.5,F,VS2,natural,0
Round,1260,0.79,F,VS1,lab,0
Round,1960,1.07,G,VS2,lab,0
Round,840,0.35,F,SI1,natural,0
Round,7210,2.08,G,VS1,lab,0
Oval,540,0.56,G,SI2,lab,0
Princess,980,0.47,G,VS1,natural,0
Round,530,0.4,E,VVS2,lab,1
Round,4180,2.0,J,VVS2,lab,1
Emerald,9930,2.51,E,VS2,lab,1
Oval,1580,0.5,D,VS2,natural,0
Round,1720,1.12,I,VS2,lab,0
Oval,550,0.52,E,SI1,lab,1
Pear,380,0.39,H,VS1,lab,1
Oval,9110,2.01,D,VS1,lab,1
Round,4580,1.05,H,SI2,natural,0
Pear,310,0.3,F,VS1,lab,0
Round,1340,1.09,J,SI1,lab,0
Pear,350,0.34,E,SI1,lab,1
Round,1140,0.45,H,VS2,natural,0
Round,2170,0.6,G,VVS1,natural,0
Round,1830,0.46,E,VVS2,natural,0
Round,980,0.4,I,VVS2,natural,1
Round,800,0.31,D,VS1,natural,0
Round,1260,0.4,G,VVS2,natural,0
Pear,9500,2.0,F,SI2,natural,1
Round,12120,1.22,E,VVS1,natural,0
Oval,2470,1.53,J,VS2,lab,0
Round,690,0.25,D,VVS2,natural,0
Oval,23900,3.68,D,VS1,lab,0
Round,1280,0.5,I,SI2,natural,0
Round,370,0.33,D,SI1,lab,1
Pear,570,0.5,G,VS1,lab,1
Princess,19580,4.03,G,VS2,lab,0
Round,370,0.3,F,VVS1,lab,0
Round,5560,1.0,I,VVS1,natural,0
Round,1330,0.4,E,VS2,natural,0
Oval,4470,2.05,I,SI1,lab,0
Round,5240,2.51,J,VS2,lab,0
Round,680,0.52,D,SI1,lab,0
Round,4910,2.01,I,VS2,lab,0
Pear,16760,3.01,E,VS2,lab,0
Round,2740,1.43,I,VS1,lab,0
Round,2420,1.5,J,VS1,lab,0
Princess,740,0.33,D,VS2,natural,0
Round,2060,1.0,E,VS2,lab,1
Round,2830,0.7,H,VVS1,natural,0
Round,820,0.3,D,SI1,natural,0
Radiant,24590,3.26,D,VVS1,lab,0
Emerald,640,0.32,F,VVS1,natural,0
Emerald,4640,1.0,G,VS2,natural,1
Pear,3350,1.0,F,SI2,natural,0
Round,15030,1.39,D,VVS2,natural,0
Oval,870,0.69,D,SI2,lab,1
Round,2480,0.5,E,VS1,natural,0
Emerald,1350,1.02,H,SI2,lab,1
Marquise,310,0.3,F,VS2,lab,1
Round,1400,0.7,F,VVS1,lab,1
Round,5620,0.95,E,VS1,natural,0
Round,2840,0.96,J,SI2,natural,0
Round,800,0.4,J,VVS2,natural,0
Round,23170,2.71,E,VVS1,lab,0
Round,2440,0.53,E,VVS1,natural,0
Round,8660,1.9,I,SI2,natural,0
Round,1170,0.83,E,SI1,lab,0
Round,8010,1.0,G,VS2,natural,0
Round,620,0.56,E,SI2,lab,1
Round,2710,1.5,J,VS1,lab,0
Round,1170,0.78,E,VS2,lab,1
Pear,300,0.31,H,VS2,lab,1
Round,1140,0.4,H,VS2,natural,0
Round,2230,0.5,G,VS2,natural,0
Round,740,0.65,D,SI2,lab,0
Oval,1080,0.72,F,VS2,lab,0
Heart,1030,0.5,G,SI2,natural,1
Round,4440,1.5,E,VS2,lab,0
Round,860,0.3,E,VS1,natural,0
Round,1660,0.5,F,VS1,natural,1
Oval,1230,0.52,E,SI2,natural,0
Round,4650,2.27,J,VS1,lab,0
Emerald,2200,0.7,E,VS2,natural,0
Emerald,480,0.52,J,SI1,lab,1
Round,530,0.5,I,VS2,lab,0
Pear,2060,1.01,G,VS1,lab,1
Round,5540,2.11,H,VS2,lab,0
Round,1030,0.94,J,VS2,lab,0
Oval,4470,2.01,I,SI1,lab,0
Round,720,0.28,F,VVS2,natural,0
Round,1000,0.3,D,VVS2,natural,0
Princess,740,0.4,F,SI1,natural,0
Round,970,0.32,D,VS1,natural,0
Princess,3350,1.3,E,VS1,lab,0
Round,810,0.3,D,VS2,natural,1
Round,520,0.3,H,SI2,natural,0
Round,1550,1.0,I,VS1,lab,1
Round,4190,1.03,J,VS2,natural,0
Round,2030,0.5,D,VVS1,natural,0
Oval,380,0.37,E,VS1,lab,1
Round,490,0.34,J,VS1,natural,1
Round,1860,0.6,D,SI1,natural,0
Round,420,0.36,D,VS2,lab,0
Round,410,0.39,G,SI2,lab,0
Round,670,0.58,F,VS2,lab,0
Oval,4020,2.0,J,SI1,lab,0
Round,550,0.26,E,VS1,natural,0
Emerald,9270,2.51,F,VS2,lab,1
Round,2200,0.5,H,VS2,natural,0
Princess,1400,0.53,F,VS2,natural,0
Round,2430,0.4,D,FL,natural,0
Princess,1690,0.71,E,SI2,natural,1
Pear,670,0.6,F,VS2,lab,1
Round,3400,1.36,G,VVS2,lab,0
Round,840,0.3,F,VS2,natural,0
Pear,1370,1.01,I,VS2,lab,0
Round,5550,1.64,G,VS2,lab,0
Round,1760,0.5,G,VS1,natural,0
Emerald,3370,1.51,F,SI1,lab,0
Round,1990,1.09,I,VS1,lab,0
Round,720,0.52,D,SI1,lab,0
Round,1050,0.45,F,SI2,natural,0
Oval,630,0.53,F,VS1,lab,1
Marquise,4900,1.01,H,VS2,natural,0
Round,12800,1.7,G,SI1,natural,0
Round,3150,0.7,F,VS2,natural,1
Round,1250,0.46,H,VVS1,natural,0
Round,5820,2.67,J,VS2,lab,0
Cushion,2410,1.06,E,VS1,lab,1
Round,11360,1.1,F,FL,natural,0
Round,1010,0.35,F,VVS1,natural,0
Round,2160,0.5,E,VS2,natural,0
Round,1800,1.0,I,SI1,lab,0
Round,350,0.3,D,VS2,lab,0
Round,3600,0.7,G,VS2,natural,0
Oval,7590,1.4,F,SI2,natural,0
Oval,5010,1.0,D,SI1,natural,0
Round,830,0.3,E,VVS1,natural,1
Oval,7650,1.03,E,IF,natural,0
Round,530,0.25,E,VS2,natural,0
Round,3730,1.5,H,VS1,lab,0
Princess,2230,0.8,D,SI2,natural,1
Princess,8560,2.04,F,VVS2,lab,0
Round,5940,0.9,D,VVS1,natural,0
Heart,5150,1.0,F,VS2,natural,0
Princess,1000,0.5,D,SI2,natural,0
Round,3340,1.3,E,VS1,lab,0
Round,510,0.33,G,SI1,natural,0
Round,660,0.33,H,SI1,natural,0
Round,970,0.3,D,VS1,natural,0
Oval,2190,1.51,J,SI2,lab,0
Round,1570,1.11,J,VVS2,lab,0
Round,1770,0.4,D,IF,natural,0
Round,1510,0.4,E,VVS2,natural,0
Round,1750,1.15,I,VS2,lab,0
Round,1900,0.47,D,VVS1,natural,0
Round,5730,1.1,I,VS1,natural,0
Round,690,0.3,D,SI2,natural,0
Round,1090,0.5,G,SI2,natural,1
Round,2180,1.61,J,SI1,lab,0
Princess,580,0.3,D,SI2,natural,0
Round,790,0.3,E,VS1,natural,1
Oval,1550,0.5,D,VVS2,natural,0
Princess,2840,0.81,G,VVS1,natural,0
Round,1740,1.1,I,VS1,lab,0
Pear,820,0.61,E,VVS2,lab,0
Pear,470,0.5,I,SI1,lab,0
Round,700,0.3,D,SI2,natural,0
Round,1890,1.18,J,VS1,lab,0
Round,4640,0.55,D,FL,natural,0
Cushion,7900,2.63,H,VS2,lab,1
Pear,960,0.62,F,IF,lab,0
Round,2660,0.5,E,IF,natural,0
Pear,3690,1.2,F,SI2,natural,1
Round,560,0.3,I,VS2,natural,1
Oval,4640,2.07,I,SI1,lab,0
Pear,1750,1.08,G,SI2,lab,1
Round,1050,0.3,D,VVS2,natural,0
Round,6760,2.0,G,VS2,lab,1
Pear,920,0.74,H,VS2,lab,0
Round,920,0.3,E,VVS2,natural,0
Round,800,0.3,F,VS2,natural,1
Round,760,0.34,E,VS2,natural,0
Round,2330,0.5,F,VS2,natural,0
Oval,700,0.5,D,VS2,lab,0
Radiant,9700,1.51,H,VVS1,natural,1
Round,5380,0.9,H,IF,natural,0
Round,910,0.33,F,VVS1,natural,1
Round,5520,0.92,D,VS1,natural,0
Round,890,0.3,E,IF,natural,1
Round,760,0.3,F,VVS2,natural,0
Round,1090,0.3,D,VVS2,natural,0
Oval,4420,2.0,I,VS2,lab,0
Round,1710,1.09,J,VS2,lab,0
Radiant,7590,2.2,G,VS2,lab,0
Round,820,0.35,F,SI2,natural,0
Princess,2510,1.09,F,VVS2,lab,0
Round,1200,0.4,F,VS2,natural,0
Round,6470,1.2,I,VS2,natural,0
Oval,12090,2.76,F,VS1,lab,0
Round,2340,1.17,H,VVS2,lab,0
Round,3540,0.9,J,VVS2,natural,0
Oval,4220,1.66,F,SI1,lab,0
Round,1850,0.5,G,VS2,natural,0
Round,1330,0.41,F,VVS2,natural,0
Pear,1560,0.93,F,VS2,lab,1
Oval,4640,1.0,H,SI2,natural,0
Round,51920,6.02,F,VVS2,lab,0
Round,2690,1.2,F,VS1,lab,0
Round,3760,1.81,I,VS1,lab,0
Round,14070,2.59,F,VVS2,lab,0
Round,540,0.32,G,SI2,natural,0
Round,730,0.3,G,SI2,natural,0
Cushion,320,0.32,E,SI1,lab,1
Asscher,1000,0.76,F,SI1,lab,1
Pear,1020,0.5,E,SI1,natural,0
Round,940,0.3,D,VS2,natural,0
Round,720,0.33,F,SI2,natural,0
Round,5430,2.09,G,SI1,lab,0
Round,710,0.26,D,VVS2,natural,0
Round,1790,0.48,F,VVS1,natural,0
Round,6340,2.1,H,VS1,lab,0
Round,1020,0.3,E,VVS1,natural,0
Round,820,0.3,E,VS2,natural,0
Round,1890,1.06,I,SI1,lab,0
Round,29050,3.56,E,VS1,lab,0
Round,2360,0.5,E,VS2,natural,0
Round,2160,1.08,G,VS1,lab,0
Round,1170,0.41,F,VS2,natural,0
Round,810,0.4,I,VS2,natural,0
Round,2770,0.53,E,VVS1,natural,0
Pear,300,0.3,F,VS2,lab,1
Pear,390,0.4,H,VS2,lab,1
Round,790,0.35,I,VS1,natural,0
Round,1220,0.4,G,VVS2,natural,0
Round,2390,0.5,E,VS1,natural,0
Round,580,0.53,I,VVS2,lab,0
Marquise,530,0.5,G,VS2,lab,0
Round,4620,1.53,F,VS1,lab,0
Round,1740,1.03,J,VVS2,lab,0
Round,2010,1.03,H,VVS2,lab,0
Pear,630,0.59,G,VS2,lab,0
Round,1510,1.1,J,VS1,lab,0
Round,570,0.3,J,VVS1,natural,0
Emerald,1620,0.96,G,VS1,lab,0
Emerald,1220,0.79,E,VS2,lab,1
Round,3620,1.59,E,SI1,lab,0
Round,2620,1.19,F,VS1,lab,0
Round,610,0.25,F,VS1,natural,0
Round,430,0.36,E,VVS2,lab,0
Round,2480,0.6,D,VS1,natural,1
Round,900,0.3,E,VS1,natural,0
Radiant,7200,2.02,E,VS2,lab,1
Oval,5880,1.82,D,VS2,lab,1
Round,3750,0.5,D,IF,natural,0
Pear,8050,1.0,E,VVS1,natural,1
Round,2330,0.57,H,VS2,natural,0
Round,2990,1.7,I,SI1,lab,0
Round,680,0.27,D,VS1,natural,0
Round,14590,1.8,G,SI1,natural,0
Oval,1050,0.72,H,VS2,lab,1
Round,870,0.32,F,VS1,natural,0
Round,9020,1.01,E,VVS1,natural,0
Oval,10760,2.01,D,VVS2,lab,0
Round,1000,0.91,J,VS2,lab,0
Round,7380,1.01,G,VVS1,natural,1
Round,13670,1.21,E,VVS1,natural,0
Oval,570,0.57,H,VS2,lab,0
Princess,780,0.41,E,SI1,natural,0
Round,2080,1.18,I,SI1,lab,0
Round,980,0.3,D,VS2,natural,0
Round,3300,0.83,I,VVS2,natural,0
Round,6920,2.05,G,VS2,lab,0
Round,1190,0.53,J,VVS2,natural,0
Round,4670,0.9,H,VVS2,natural,0
Round,2060,0.5,D,SI1,natural,0
Oval,1290,0.81,E,VS2,lab,1
Radiant,16790,3.04,E,VS1,lab,0
Pear,2450,0.7,E,VVS2,natural,0
Pear,710,0.7,I,SI1,lab,0
Emerald,1420,0.51,G,VS1,natural,0
Emerald,2420,0.73,F,VS2,natural,0
Round,2470,1.24,E,SI1,lab,0
Oval,13190,2.2,J,SI2,natural,0
Round,990,0.35,F,VS2,natural,1
Oval,6890,1.2,H,SI1,natural,1
Round,2210,1.35,I,VS1,lab,0
Round,1630,0.46,D,VS1,natural,0
Round,830,0.62,E,VS2,lab,0
Round,1070,0.32,D,VS1,natural,0
Round,6460,1.22,F,SI2,natural,0
Round,7860,1.0,G,VS2,natural,0
Round,13540,2.01,J,SI1,natural,0
Oval,680,0.3,F,VS2,natural,0
Cushion,290,0.3,F,SI1,lab,1
Oval,3040,0.71,D,VS1,natural,0
Round,990,0.32,E,VS1,natural,0
Pear,1820,0.96,G,VVS2,lab,0
Round,1090,0.32,D,VVS2,natural,0
Round,700,0.3,F,SI1,natural,0
Round,1350,1.1,J,SI1,lab,0
Princess,3170,1.05,G,SI2,natural,0
Princess,510,0.32,G,SI1,natural,0
Oval,3940,2.0,J,SI1,lab,0
Emerald,810,0.31,D,VVS1,natural,0
Oval,6020,2.5,I,VS2,lab,0
Round,940,0.4,F,SI1,natural,0
Round,1900,1.07,I,VS2,lab,0
Round,4890,1.5,E,VS1,lab,1
Round,1400,0.46,F,VVS2,natural,1
Pear,290,0.31,H,SI1,lab,0
Princess,1100,0.86,G,SI2,lab,0
Princess,580,0.36,G,SI1,natural,1
Heart,1230,0.5,G,SI1,natural,1
Round,1130,0.46,H,VVS1,natural,1
Round,2280,0.5,D,VVS1,natural,0
Round,4620,1.0,J,VVS2,natural,0
Round,1130,0.45,I,VVS2,natural,0
Round,4350,1.5,G,VVS2,lab,0
Round,970,0.4,F,SI1,natural,1
Round,2060,0.51,H,VS1,natural,0
Round,1210,0.92,I,SI1,lab,0
Round,400,0.35,E,VS2,lab,0
Princess,11940,1.7,G,VS2,natural,0
Round,1730,1.02,I,VVS2,lab,0
Round,770,0.3,F,VS2,natural,0
Round,4100,0.9,I,VVS1,natural,0
Round,1280,0.41,E,VS1,natural,0
Oval,2440,1.03,F,VVS2,lab,0
Round,780,0.3,D,SI1,natural,0
Round,5810,1.02,F,SI1,natural,0
Round,5180,0.8,F,IF,natural,0
Round,1250,0.46,H,VS2,natural,0
Round,2420,1.2,G,VS1,lab,0
Round,390,0.35,D,SI1,lab,0
Round,1510,0.5,E,SI1,natural,1
Round,4790,0.9,G,VS2,natural,0
Round,960,0.4,H,VVS2,natural,1
Round,3090,0.71,G,VVS1,natural,1
Round,470,0.3,G,SI2,natural,1
Pear,1530,0.49,F,VVS2,natural,1
Oval,540,0.52,I,VS1,lab,0
Round,3140,0.63,D,VVS2,natural,0
Round,2360,1.08,I,VS2,lab,0
Round,860,0.32,D,SI1,natural,0
Round,2430,0.51,G,VVS1,natural,0
Emerald,4220,1.61,F,VS2,lab,0
Heart,960,0.35,E,VVS1,natural,0
Round,1130,0.64,D,VVS2,lab,0
Round,2090,0.5,D,VS1,natural,0
Round,1380,0.31,D,IF,natural,0
Oval,6360,2.04,G,VS2,lab,0
Round,6540,1.0,D,VS2,natural,1
Cushion,1080,0.56,I,VS1,natural,1
Round,2420,0.5,E,VS1,natural,0
Round,1670,0.5,F,SI1,natural,0
Emerald,1700,0.51,D,VVS1,natural,0
Cushion,5190,2.06,H,SI1,lab,0
Round,2860,0.7,E,VS2,natural,1
Round,2200,0.7,J,VS2,natural,0
Round,6830,1.32,I,SI1,natural,0
Round,6410,1.0,F,SI1,natural,0
Pear,420,0.42,F,VS2,lab,0
Round,2430,0.7,I,VS1,natural,0
Princess,2340,1.27,H,VS2,lab,0
Oval,610,0.5,E,VS2,lab,1
Round,740,0.26,E,VVS1,natural,0
Emerald,2180,1.02,E,VS2,lab,1
Radiant,2500,0.7,F,VS1,natural,0
Round,6880,1.3,G,SI1,natural,0
Round,2960,1.53,I,VS1,lab,1
Emerald,520,0.3,E,SI1,natural,0
Cushion,6030,1.2,G,VS1,natural,0
Round,2280,1.08,G,VS1,lab,1
Round,1520,1.03,E,SI2,lab,0
Round,2280,0.55,F,VS1,natural,0
Round,5590,0.8,D,VVS2,natural,0
Round,740,0.31,E,VVS2,natural,0
Round,2340,0.51,F,VS2,natural,0
Cushion,2990,1.2,J,SI1,natural,1
Heart,1290,0.5,F,SI1,natural,0
Round,3850,0.7,E,VVS2,natural,1
Round,1460,0.45,F,VS2,natural,0
Round,1640,1.2,J,VS1,lab,1
Round,1920,1.35,J,VS1,lab,0
Round,12850,1.54,D,VS2,natural,0
Princess,4920,1.79,F,VS2,lab,0
Oval,8420,2.2,F,VS1,lab,1
Round,910,0.45,J,VS1,natural,1
Round,8490,1.4,I,SI1,natural,0
Pear,480,0.47,D,SI1,lab,0
Round,490,0.33,G,SI2,natural,1
Round,2300,1.5,H,SI2,lab,1
Round,900,0.3,F,VVS1,natural,0
Round,2170,0.52,E,VVS1,natural,0
Oval,4230,1.51,F,VS2,lab,0
Round,740,0.3,I,VVS2,natural,0
Round,2330,0.73,I,VVS1,natural,0
Heart,920,0.3,D,VVS1,natural,0
Round,2010,0.5,G,VS2,natural,1
Pear,16300,1.6,D,VVS2,natural,0
Round,3410,0.8,H,VVS2,natural,1
Radiant,1530,0.9,G,VS1,lab,1
Emerald,2060,1.51,J,SI2,lab,1
Oval,14870,2.6,D,VVS2,lab,0
Princess,610,0.35,E,SI1,natural,1
Round,790,0.61,F,VS2,lab,0
Cushion,5070,2.0,G,SI1,lab,0
Round,680,0.3,D,SI2,natural,0
Round,2170,1.36,I,VS2,lab,0
Round,1050,0.41,H,VVS1,natural,0
Round,860,0.3,E,VS1,natural,0
Emerald,19540,4.02,G,VS2,lab,0
Heart,6890,2.14,G,VS1,lab,0
Round,23520,4.16,D,SI1,lab,0
Round,1670,0.46,F,VVS1,natural,0
Round,1230,0.4,G,VS1,natural,1
Princess,980,0.51,G,SI2,natural,1
Princess,1490,0.55,D,SI1,natural,0
Round,20120,3.18,F,VS1,lab,0
Emerald,1160,0.4,E,VVS1,natural,0
Round,880,0.3,D,VS2,natural,0
Pear,360,0.35,F,VS1,lab,1
Pear,430,0.44,G,SI1,lab,1
Round,1140,0.35,E,VVS1,natural,0
Oval,10150,2.64,G,VS1,lab,0
Round,9030,0.81,D,IF,natural,0
Oval,540,0.54,I,VVS2,lab,1
Round,3620,0.72,H,VVS1,natural,0
Round,7760,2.09,G,VS1,lab,0
Round,13250,2.51,E,VS1,lab,0
Round,17820,2.7,E,VS1,lab,0
Round,3870,0.57,D,IF,natural,0
Oval,1410,0.76,D,VS1,lab,0
Pear,2030,1.01,G,VS1,lab,0
Round,850,0.3,E,VS1,natural,0
Round,6140,2.0,G,SI1,lab,0
Cushion,8010,1.51,G,SI1,natural,0
Pear,2130,1.0,G,VVS2,lab,1
Round,6500,1.23,J,IF,natural,0
Round,1230,0.4,G,VS2,natural,1
Round,850,0.71,I,SI1,lab,1
Round,810,0.3,D,SI1,natural,0
Oval,3120,1.51,I,VVS2,lab,1
Round,940,0.3,J,VS1,natural,0
Round,1710,1.05,J,VS1,lab,0
Pear,770,0.55,D,VS2,lab,0
Round,7260,1.0,G,VS1,natural,0
Oval,5370,1.5,E,SI2,natural,1
Princess,2410,0.97,I,SI2,natural,0
Round,790,0.31,I,VVS2,natural,0
Round,990,0.32,G,IF,natural,0
Oval,7590,1.4,G,SI2,natural,0
Pear,1750,0.7,G,SI1,natural,0
Round,590,0.52,F,SI1,lab,0
Marquise,480,0.3,G,SI1,natural,0
Round,890,0.5,J,SI2,natural,1
Round,1700,0.5,D,SI2,natural,0
Oval,520,0.53,H,VS2,lab,0
Round,2530,0.7,G,VS1,natural,1
Pear,3580,1.06,D,VVS1,lab,0
Round,3670,0.8,G,VS2,natural,0
Round,1240,0.42,F,VS1,natural,0
Round,1560,1.0,I,SI2,lab,0
Round,2670,0.7,G,IF,natural,1
Round,2060,1.11,I,VS2,lab,0
Round,1330,0.46,G,VVS2,natural,1
Round,1310,0.37,D,VVS1,natural,0
Princess,580,0.35,F,SI1,natural,0
Round,6260,1.1,G,VS1,natural,0
Pear,1110,0.75,F,VS2,lab,1
Round,3160,1.01,G,SI2,natural,0
Round,2490,1.1,F,VS2,lab,0
Cushion,1400,1.02,I,SI1,lab,1
Round,1600,0.3,D,FL,natural,0
Radiant,2440,0.95,J,SI2,natural,0
Round,1520,1.01,I,VS2,lab,1
Round,460,0.31,J,VS1,natural,0
Round,2030,0.7,E,SI2,natural,1
Round,470,0.43,E,SI2,lab,1
Round,1600,0.5,E,VS2,natural,1
Round,1490,0.4,F,VS1,natural,0
Cushion,1460,0.93,G,SI1,lab,0
Round,800,0.3,D,SI1,natural,0
Round,3040,0.71,H,VVS1,natural,1
Round,1100,0.38,F,VS1,natural,0
Round,1130,0.4,H,VS2,natural,1
Radiant,1150,0.73,D,SI1,lab,0
Marquise,780,0.3,F,IF,natural,0
Round,550,0.46,D,VS1,lab,1
Round,1580,1.05,H,SI1,lab,0
Round,2880,0.6,D,VS1,natural,0
Round,1080,0.5,I,SI1,natural,1
Oval,16010,1.79,E,SI1,natural,0
Princess,15910,2.01,H,VVS2,natural,0
Emerald,400,0.42,H,SI1,lab,1
Princess,1520,0.91,H,VS1,lab,0
Pear,1630,1.14,I,VS2,lab,1
Oval,1730,1.0,E,SI1,lab,0
Round,3810,1.24,F,VVS1,lab,0
Round,2400,0.5,D,VS2,natural,0
Round,2270,0.51,G,IF,natural,0
Round,6290,2.06,F,SI1,lab,0
Heart,840,0.3,D,VS1,natural,0
Round,810,0.7,G,SI2,lab,0
Round,590,0.26,E,VS2,natural,0
Round,3320,0.75,E,SI1,natural,0
Round,2190,0.5,H,VVS2,natural,0
Round,2930,1.0,F,SI2,natural,1
Round,1750,0.34,D,FL,natural,0
Round,750,0.3,D,VS2,natural,0
Round,660,0.25,F,VVS2,natural,0
Pear,2200,0.81,F,SI2,natural,1
Oval,750,0.31,G,VVS2,natural,0
Oval,840,0.4,E,SI2,natural,0
Round,3750,0.9,G,SI1,natural,0
Pear,670,0.59,G,VS1,lab,0
Round,3520,0.7,F,VS2,natural,0
Round,810,0.3,E,VVS2,natural,0
Round,2820,0.61,D,VS1,natural,0
Pear,1640,0.51,D,VVS1,natural,0
Princess,860,0.72,I,VS1,lab,0
Emerald,630,0.35,E,VVS2,natural,0
Oval,9930,1.6,G,SI1,natural,0
Round,2360,0.54,D,VVS1,natural,0
Pear,1110,0.88,G,SI1,lab,0
Round,1260,0.37,F,VVS1,natural,0
Round,640,0.37,I,SI2,natural,0
Princess,880,0.71,I,VVS2,lab,0
Round,350,0.3,E,VS1,lab,0
Round,1320,0.5,J,VS1,natural,0
Princess,3360,1.55,G,SI1,lab,0
Round,690,0.3,D,SI2,natural,0
Round,2210,1.39,I,VS2,lab,0
Oval,1060,0.59,I,SI2,natural,0
Pear,350,0.36,G,SI1,lab,0
Round,630,0.31,F,SI1,natural,0
Oval,710,0.3,F,VS1,natural,0
Oval,800,0.37,E,VS2,natural,0
Round,5000,2.0,I,SI1,lab,0
Cushion,4840,1.73,G,VS1,lab,1
Round,5840,2.05,G,SI1,lab,0
Round,1510,0.5,I,VS2,natural,0
Heart,820,0.34,E,VS2,natural,0
Round,1300,0.3,D,IF,natural,0
Round,1080,0.4,E,SI2,natural,0
Round,2500,0.7,G,VS2,natural,0
Round,1340,0.45,D,VS2,natural,1
Emerald,630,0.35,E,VVS2,natural,1
Round,630,0.25,D,VS2,natural,0
Round,840,0.5,E,VVS1,lab,0
Pear,3360,0.76,F,VS1,natural,0
Round,1120,0.3,D,VS2,natural,1
Round,2160,0.54,H,VS2,natural,0
Oval,4600,2.16,J,VS1,lab,0
Round,1260,0.33,D,IF,natural,0
Oval,390,0.36,E,VVS1,lab,0
Round,3450,1.0,I,SI2,natural,0
Pear,740,0.62,F,VS1,lab,0
Round,3480,1.58,H,VS1,lab,0
Pear,1530,0.5,F,VS2,natural,0
Round,4040,2.02,J,VS2,lab,0
Round,890,0.5,D,VVS2,lab,0
Round,1630,0.6,I,VS2,natural,0
Emerald,11000,2.53,F,VVS2,lab,1
Pear,680,0.3,D,VS2,natural,0
Round,1420,0.4,F,VS1,natural,0
Round,6760,2.17,J,VS1,lab,0
Round,4360,1.0,G,SI2,natural,0
